hardware_type,file_system,function,iteration,nb_runs,seek_distance,time
ram,tmpfs,timeit_seeks_,4,1000000,50000,0.358157157898
ram,tmpfs,timeit_seeks_,5,1000000,50000,0.343239068985
ram,tmpfs,timeit_seeks_,6,1000000,50000,0.342195987701
ram,tmpfs,timeit_seeks_,7,1000000,50000,0.363311052322
ssd,ext4,timeit_seeks_,0,1000000,50000,0.34518289566
ssd,ext4,timeit_seeks_,1,1000000,50000,0.36316204071
ssd,ext4,timeit_seeks_,2,1000000,50000,0.345448970795
ssd,ext4,timeit_seeks_,3,1000000,50000,0.345063924789
ssd,ext4,timeit_seeks_,4,1000000,50000,0.362944841385
ssd,ext4,timeit_seeks_,5,1000000,50000,0.345151901245
ssd,ext4,timeit_seeks_,6,1000000,50000,0.363098859787
ssd,ext4,timeit_seeks_,7,1000000,50000,0.345202207565
hdd,ext4,timeit_seeks_,0,1000000,50000,0.345004796982
hdd,ext4,timeit_seeks_,1,1000000,50000,0.375792980194
hdd,ext4,timeit_seeks_,2,1000000,50000,0.345020055771
hdd,ext4,timeit_seeks_,3,1000000,50000,0.365625858307
hdd,ext4,timeit_seeks_,4,1000000,50000,0.344847917557
hdd,ext4,timeit_seeks_,5,1000000,50000,0.346624135971
hdd,ext4,timeit_seeks_,6,1000000,50000,0.361951112747
hdd,ext4,timeit_seeks_,7,1000000,50000,0.345194816589
ram,tmpfs,timeit_seeks_,0,1000000,500000,0.362987041473
ram,tmpfs,timeit_seeks_,1,1000000,500000,0.345793008804
ram,tmpfs,timeit_seeks_,2,1000000,500000,0.347306013107
ram,tmpfs,timeit_seeks_,3,1000000,500000,0.358888149261
ram,tmpfs,timeit_seeks_,4,1000000,500000,0.342280864716
ram,tmpfs,timeit_seeks_,5,1000000,500000,0.362343072891
ram,tmpfs,timeit_seeks_,6,1000000,500000,0.342361927032
ram,tmpfs,timeit_seeks_,7,1000000,500000,0.344154834747
ssd,ext4,timeit_seeks_,0,1000000,500000,0.363799095154
ssd,ext4,timeit_seeks_,1,1000000,500000,0.345082044601
ssd,ext4,timeit_seeks_,2,1000000,500000,0.37028503418
ssd,ext4,timeit_seeks_,3,1000000,500000,0.34480714798
ssd,ext4,timeit_seeks_,4,1000000,500000,0.348408937454
ssd,ext4,timeit_seeks_,5,1000000,500000,0.360486030579
ssd,ext4,timeit_seeks_,6,1000000,500000,0.345113039017
ssd,ext4,timeit_seeks_,7,1000000,500000,0.369250059128
hdd,ext4,timeit_seeks_,0,1000000,500000,0.345314979553
hdd,ext4,timeit_seeks_,1,1000000,500000,0.349552869797
hdd,ext4,timeit_seeks_,2,1000000,500000,0.361017942429
hdd,ext4,timeit_seeks_,3,1000000,500000,0.344907999039
hdd,ext4,timeit_seeks_,4,1000000,500000,0.369579076767
hdd,ext4,timeit_seeks_,5,1000000,500000,0.345191001892
hdd,ext4,timeit_seeks_,6,1000000,500000,0.352301120758
hdd,ext4,timeit_seeks_,7,1000000,500000,0.360074996948
ram,tmpfs,rand_python_time,0,10000000,,8.94990921021e-07
ram,tmpfs,rand_python_time,1,10000000,,8.89574575424e-07
ram,tmpfs,rand_python_time,2,10000000,,8.94728660583e-07
ram,tmpfs,rand_python_time,3,10000000,,8.98537158966e-07
ram,tmpfs,rand_python_time,4,10000000,,8.9777443409e-07
ram,tmpfs,rand_python_time,5,10000000,,9.05719590187e-07
ram,tmpfs,rand_python_time,6,10000000,,9.02103757858e-07
ram,tmpfs,rand_python_time,7,10000000,,8.98673701286e-07
ssd,ext4,rand_python_time,0,10000000,,9.46286320686e-07
ssd,ext4,rand_python_time,1,10000000,,9.53273630142e-07
ssd,ext4,rand_python_time,2,10000000,,9.42272686958e-07
ssd,ext4,rand_python_time,3,10000000,,9.43087244034e-07
ssd,ext4,rand_python_time,4,10000000,,9.46030020714e-07
ssd,ext4,rand_python_time,5,10000000,,9.39293885231e-07
ssd,ext4,rand_python_time,6,10000000,,9.45727944374e-07
ssd,ext4,rand_python_time,7,10000000,,9.40998721123e-07
hdd,ext4,rand_python_time,0,10000000,,9.62170577049e-07
hdd,ext4,rand_python_time,1,10000000,,9.60512900352e-07
hdd,ext4,rand_python_time,2,10000000,,9.6609480381e-07
hdd,ext4,rand_python_time,3,10000000,,9.58265733719e-07
hdd,ext4,rand_python_time,4,10000000,,9.66133570671e-07
hdd,ext4,rand_python_time,5,10000000,,9.82780456543e-07
hdd,ext4,rand_python_time,6,10000000,,9.64743804932e-07
hdd,ext4,rand_python_time,7,10000000,,9.80291628838e-07
,,timeit_random_,0,10000000,,8.37140893936
,,timeit_random_,1,10000000,,8.36326098442
,,timeit_random_,2,10000000,,8.3341050148
,,timeit_random_,3,10000000,,8.35023903847
,,timeit_random_,4,10000000,,8.32046914101
,,timeit_random_,5,10000000,,8.35843491554
,,timeit_random_,6,10000000,,8.31505584717
,,timeit_random_,7,10000000,,8.32455897331
ram,tmpfs,timeit_seeks_random,0,10000000,,16.7631189823
ram,tmpfs,timeit_seeks_random,1,10000000,,16.8182580471
ram,tmpfs,timeit_seeks_random,2,10000000,,16.7579519749
ram,tmpfs,timeit_seeks_random,3,10000000,,16.6923789978
ram,tmpfs,timeit_seeks_random,4,10000000,,16.7402040958
ram,tmpfs,timeit_seeks_random,5,10000000,,16.7143549919
ram,tmpfs,timeit_seeks_random,6,10000000,,16.8324990273
ram,tmpfs,timeit_seeks_random,7,10000000,,16.8021090031
ssd,ext4,timeit_seeks_random,0,10000000,,17.4212388992
ssd,ext4,timeit_seeks_random,1,10000000,,17.4468860626
ssd,ext4,timeit_seeks_random,2,10000000,,17.3780510426
ssd,ext4,timeit_seeks_random,3,10000000,,17.4660351276
ssd,ext4,timeit_seeks_random,4,10000000,,17.4328689575
ssd,ext4,timeit_seeks_random,5,10000000,,17.3996579647
ssd,ext4,timeit_seeks_random,6,10000000,,17.2971329689
ssd,ext4,timeit_seeks_random,7,10000000,,17.2402968407
hdd,ext4,timeit_seeks_random,0,10000000,,17.5540399551
hdd,ext4,timeit_seeks_random,1,10000000,,17.7828581333
hdd,ext4,timeit_seeks_random,2,10000000,,17.9942929745
hdd,ext4,timeit_seeks_random,3,10000000,,17.7257940769
hdd,ext4,timeit_seeks_random,4,10000000,,17.8163437843
hdd,ext4,timeit_seeks_random,5,10000000,,17.5435068607
hdd,ext4,timeit_seeks_random,6,10000000,,17.5344321728
hdd,ext4,timeit_seeks_random,7,10000000,,18.0374851227
ram,tmpfs,timeit_seek_and_read,0,10000000,5000,24.9943230152
ram,tmpfs,timeit_seek_and_read,1,10000000,5000,24.9798929691
ram,tmpfs,timeit_seek_and_read,2,10000000,5000,24.9744548798
ram,tmpfs,timeit_seek_and_read,3,10000000,5000,24.9786560535
ram,tmpfs,timeit_seek_and_read,4,10000000,5000,24.9817209244
ram,tmpfs,timeit_seek_and_read,5,10000000,5000,24.7694528103
ram,tmpfs,timeit_seek_and_read,6,10000000,5000,24.7821700573
ram,tmpfs,timeit_seek_and_read,7,10000000,5000,24.8769230843
ssd,ext4,timeit_seek_and_read,0,10000000,5000,25.2743210793
ssd,ext4,timeit_seek_and_read,1,10000000,5000,25.3903098106
ssd,ext4,timeit_seek_and_read,2,10000000,5000,25.2320270538
ssd,ext4,timeit_seek_and_read,3,10000000,5000,25.2499508858
ssd,ext4,timeit_seek_and_read,4,10000000,5000,25.165694952
ssd,ext4,timeit_seek_and_read,5,10000000,5000,25.2853720188
ssd,ext4,timeit_seek_and_read,6,10000000,5000,25.1936769485
ssd,ext4,timeit_seek_and_read,7,10000000,5000,25.1391971111
hdd,ext4,timeit_seek_and_read,0,10000000,5000,26.2739839554
hdd,ext4,timeit_seek_and_read,1,10000000,5000,26.0645809174
hdd,ext4,timeit_seek_and_read,2,10000000,5000,26.2865099907
hdd,ext4,timeit_seek_and_read,3,10000000,5000,26.0440740585
hdd,ext4,timeit_seek_and_read,4,10000000,5000,26.203286171
hdd,ext4,timeit_seek_and_read,5,10000000,5000,26.2279810905
hdd,ext4,timeit_seek_and_read,6,10000000,5000,26.1879498959
hdd,ext4,timeit_seek_and_read,7,10000000,5000,26.0188639164
ram,tmpfs,timeit_seek_and_read,0,10000000,50000,24.8711087704
ram,tmpfs,timeit_seek_and_read,1,10000000,50000,24.8021321297
ram,tmpfs,timeit_seek_and_read,2,10000000,50000,24.8020310402
ram,tmpfs,timeit_seek_and_read,3,10000000,50000,24.7623660564
ram,tmpfs,timeit_seek_and_read,4,10000000,50000,24.8086881638
ram,tmpfs,timeit_seek_and_read,5,10000000,50000,24.7731430531
ram,tmpfs,timeit_seek_and_read,6,10000000,50000,24.7601120472
ram,tmpfs,timeit_seek_and_read,7,10000000,50000,24.7839689255
ssd,ext4,timeit_seek_and_read,0,10000000,50000,25.2673611641
ssd,ext4,timeit_seek_and_read,1,10000000,50000,25.1935639381
ssd,ext4,timeit_seek_and_read,2,10000000,50000,25.067937851
ssd,ext4,timeit_seek_and_read,3,10000000,50000,25.1387078762
ssd,ext4,timeit_seek_and_read,4,10000000,50000,25.1439831257
ssd,ext4,timeit_seek_and_read,5,10000000,50000,25.0824048519
ssd,ext4,timeit_seek_and_read,6,10000000,50000,25.3328230381
ssd,ext4,timeit_seek_and_read,7,10000000,50000,25.2430911064
hdd,ext4,timeit_seek_and_read,0,10000000,50000,25.9892218113
hdd,ext4,timeit_seek_and_read,1,10000000,50000,26.0560548306
hdd,ext4,timeit_seek_and_read,2,10000000,50000,25.9577410221
hdd,ext4,timeit_seek_and_read,3,10000000,50000,26.1260249615
hdd,ext4,timeit_seek_and_read,4,10000000,50000,25.9445950985
hdd,ext4,timeit_seek_and_read,5,10000000,50000,26.0398650169
hdd,ext4,timeit_seek_and_read,6,10000000,50000,26.142357111
hdd,ext4,timeit_seek_and_read,7,10000000,50000,26.1613051891
ram,tmpfs,timeit_seek_and_read,0,10000000,500000,22.5406649113
ram,tmpfs,timeit_seek_and_read,1,10000000,500000,22.5598509312
ram,tmpfs,timeit_seek_and_read,2,10000000,500000,22.5037539005
ram,tmpfs,timeit_seek_and_read,3,10000000,500000,22.5540280342
ram,tmpfs,timeit_seek_and_read,4,10000000,500000,22.4387497902
ram,tmpfs,timeit_seek_and_read,5,10000000,500000,22.6109881401
ram,tmpfs,timeit_seek_and_read,6,10000000,500000,22.4303610325
ram,tmpfs,timeit_seek_and_read,7,10000000,500000,22.5615282059
ssd,ext4,timeit_seek_and_read,0,10000000,500000,22.1737060547
ssd,ext4,timeit_seek_and_read,1,10000000,500000,22.1236279011
ssd,ext4,timeit_seek_and_read,2,10000000,500000,22.0854430199
ssd,ext4,timeit_seek_and_read,3,10000000,500000,22.0824680328
ssd,ext4,timeit_seek_and_read,4,10000000,500000,22.3846130371
ssd,ext4,timeit_seek_and_read,5,10000000,500000,22.2200169563
ssd,ext4,timeit_seek_and_read,6,10000000,500000,22.0078589916
ssd,ext4,timeit_seek_and_read,7,10000000,500000,22.0726611614
hdd,ext4,timeit_seek_and_read,0,10000000,500000,23.1317510605
hdd,ext4,timeit_seek_and_read,1,10000000,500000,23.2207019329
hdd,ext4,timeit_seek_and_read,2,10000000,500000,23.1634500027
hdd,ext4,timeit_seek_and_read,3,10000000,500000,23.3863589764
hdd,ext4,timeit_seek_and_read,4,10000000,500000,23.1089410782
hdd,ext4,timeit_seek_and_read,5,10000000,500000,23.142663002
hdd,ext4,timeit_seek_and_read,6,10000000,500000,23.5123510361
hdd,ext4,timeit_seek_and_read,7,10000000,500000,22.9937169552
ram,tmpfs,timeit_seek_and_write,0,10000000,5000,21.810778141
ram,tmpfs,timeit_seek_and_write,1,10000000,5000,21.8595340252
ram,tmpfs,timeit_seek_and_write,2,10000000,5000,21.9062829018
ram,tmpfs,timeit_seek_and_write,3,10000000,5000,21.7732040882
ram,tmpfs,timeit_seek_and_write,4,10000000,5000,21.7867729664
ram,tmpfs,timeit_seek_and_write,5,10000000,5000,21.6792199612
ram,tmpfs,timeit_seek_and_write,6,10000000,5000,21.7956151962
ram,tmpfs,timeit_seek_and_write,7,10000000,5000,21.7726640701
ssd,ext4,timeit_seek_and_write,0,10000000,5000,28.756196022
ssd,ext4,timeit_seek_and_write,1,10000000,5000,28.6824319363
ssd,ext4,timeit_seek_and_write,2,10000000,5000,28.932913065
ssd,ext4,timeit_seek_and_write,3,10000000,5000,28.83644104
ssd,ext4,timeit_seek_and_write,4,10000000,5000,28.8655769825
ssd,ext4,timeit_seek_and_write,5,10000000,5000,28.8911180496
ssd,ext4,timeit_seek_and_write,6,10000000,5000,28.876306057
ssd,ext4,timeit_seek_and_write,7,10000000,5000,28.7849628925
hdd,ext4,timeit_seek_and_write,0,10000000,5000,32.790487051
hdd,ext4,timeit_seek_and_write,1,10000000,5000,32.4987471104
hdd,ext4,timeit_seek_and_write,2,10000000,5000,32.6127920151
hdd,ext4,timeit_seek_and_write,3,10000000,5000,32.6621851921
hdd,ext4,timeit_seek_and_write,4,10000000,5000,32.5481381416
hdd,ext4,timeit_seek_and_write,5,10000000,5000,32.3877129555
hdd,ext4,timeit_seek_and_write,6,10000000,5000,32.5894739628
hdd,ext4,timeit_seek_and_write,7,10000000,5000,32.5186169147
ram,tmpfs,timeit_seek_and_write,0,10000000,50000,21.7170629501
ram,tmpfs,timeit_seek_and_write,1,10000000,50000,21.7740781307
ram,tmpfs,timeit_seek_and_write,2,10000000,50000,21.7227311134
ram,tmpfs,timeit_seek_and_write,3,10000000,50000,21.7055540085
ram,tmpfs,timeit_seek_and_write,4,10000000,50000,21.7208909988
ram,tmpfs,timeit_seek_and_write,5,10000000,50000,21.6407589912
ram,tmpfs,timeit_seek_and_write,6,10000000,50000,21.74360919
ram,tmpfs,timeit_seek_and_write,7,10000000,50000,21.7468080521
ssd,ext4,timeit_seek_and_write,0,10000000,50000,28.855410099
ssd,ext4,timeit_seek_and_write,1,10000000,50000,28.6323328018
ssd,ext4,timeit_seek_and_write,2,10000000,50000,28.8264269829
ssd,ext4,timeit_seek_and_write,3,10000000,50000,29.1890878677
ssd,ext4,timeit_seek_and_write,4,10000000,50000,28.6766929626
ssd,ext4,timeit_seek_and_write,5,10000000,50000,28.6102910042
ssd,ext4,timeit_seek_and_write,6,10000000,50000,28.656265974
ssd,ext4,timeit_seek_and_write,7,10000000,50000,28.6701188087
hdd,ext4,timeit_seek_and_write,0,10000000,50000,33.1334550381
hdd,ext4,timeit_seek_and_write,1,10000000,50000,32.752202034
hdd,ext4,timeit_seek_and_write,2,10000000,50000,32.605107069
hdd,ext4,timeit_seek_and_write,3,10000000,50000,32.3903360367
hdd,ext4,timeit_seek_and_write,4,10000000,50000,32.5034530163
hdd,ext4,timeit_seek_and_write,5,10000000,50000,32.8301861286
hdd,ext4,timeit_seek_and_write,6,10000000,50000,32.6318678856
hdd,ext4,timeit_seek_and_write,7,10000000,50000,32.5594279766
ram,tmpfs,timeit_seek_and_write,0,10000000,500000,21.6812338829
ram,tmpfs,timeit_seek_and_write,1,10000000,500000,21.5803129673
ram,tmpfs,timeit_seek_and_write,2,10000000,500000,21.619987011
ram,tmpfs,timeit_seek_and_write,3,10000000,500000,21.6564161777
ram,tmpfs,timeit_seek_and_write,4,10000000,500000,21.8019669056
ram,tmpfs,timeit_seek_and_write,5,10000000,500000,21.7083659172
ram,tmpfs,timeit_seek_and_write,6,10000000,500000,21.7207570076
ram,tmpfs,timeit_seek_and_write,7,10000000,500000,21.6135509014
ssd,ext4,timeit_seek_and_write,0,10000000,500000,28.8453540802
ssd,ext4,timeit_seek_and_write,1,10000000,500000,28.8123948574
ssd,ext4,timeit_seek_and_write,2,10000000,500000,28.7727739811
ssd,ext4,timeit_seek_and_write,3,10000000,500000,28.9858338833
ssd,ext4,timeit_seek_and_write,4,10000000,500000,28.8325970173
ssd,ext4,timeit_seek_and_write,5,10000000,500000,28.8026101589
ssd,ext4,timeit_seek_and_write,6,10000000,500000,28.9985351562
ssd,ext4,timeit_seek_and_write,7,10000000,500000,28.9056348801
hdd,ext4,timeit_seek_and_write,0,10000000,500000,32.6442210674
hdd,ext4,timeit_seek_and_write,1,10000000,500000,32.5386989117
hdd,ext4,timeit_seek_and_write,2,10000000,500000,32.515515089
hdd,ext4,timeit_seek_and_write,3,10000000,500000,32.5270049572
hdd,ext4,timeit_seek_and_write,4,10000000,500000,32.5101649761
hdd,ext4,timeit_seek_and_write,5,10000000,500000,32.6681878567
hdd,ext4,timeit_seek_and_write,6,10000000,500000,32.7769579887
hdd,ext4,timeit_seek_and_write,7,10000000,500000,32.6685569286
ram,tmpfs,timeit_seeks_,0,10000000,0,3.51326584816
ram,tmpfs,timeit_seeks_,1,10000000,0,3.54734706879
ram,tmpfs,timeit_seeks_,2,10000000,0,3.55262899399
ram,tmpfs,timeit_seeks_,3,10000000,0,3.50998997688
ram,tmpfs,timeit_seeks_,4,10000000,0,3.53836512566
ram,tmpfs,timeit_seeks_,5,10000000,0,3.54402709007
ram,tmpfs,timeit_seeks_,6,10000000,0,3.58744096756
ram,tmpfs,timeit_seeks_,7,10000000,0,3.5940220356
ssd,ext4,timeit_seeks_,0,10000000,0,3.6017780304
ssd,ext4,timeit_seeks_,1,10000000,0,3.69706916809
ssd,ext4,timeit_seeks_,2,10000000,0,3.62254476547
ssd,ext4,timeit_seeks_,3,10000000,0,3.61710500717
ssd,ext4,timeit_seeks_,4,10000000,0,3.58067989349
ssd,ext4,timeit_seeks_,5,10000000,0,3.5860581398
ssd,ext4,timeit_seeks_,6,10000000,0,3.56148719788
ssd,ext4,timeit_seeks_,7,10000000,0,3.58808612823
hdd,ext4,timeit_seeks_,0,10000000,0,3.59314084053
hdd,ext4,timeit_seeks_,1,10000000,0,3.55858588219
hdd,ext4,timeit_seeks_,2,10000000,0,3.58411002159
hdd,ext4,timeit_seeks_,3,10000000,0,3.56370186806
hdd,ext4,timeit_seeks_,4,10000000,0,3.56701517105
hdd,ext4,timeit_seeks_,5,10000000,0,3.57422089577
hdd,ext4,timeit_seeks_,6,10000000,0,3.56115698814
hdd,ext4,timeit_seeks_,7,10000000,0,3.58664703369
ram,tmpfs,timeit_seeks_,0,10000000,5000,3.49671316147
ram,tmpfs,timeit_seeks_,1,10000000,5000,3.49260878563
ram,tmpfs,timeit_seeks_,2,10000000,5000,3.51942491531
ram,tmpfs,timeit_seeks_,3,10000000,5000,3.50353002548
ram,tmpfs,timeit_seeks_,4,10000000,5000,3.52632284164
ram,tmpfs,timeit_seeks_,5,10000000,5000,3.49705696106
ram,tmpfs,timeit_seeks_,6,10000000,5000,3.5264878273
ram,tmpfs,timeit_seeks_,7,10000000,5000,3.4862010479
ssd,ext4,timeit_seeks_,0,10000000,5000,3.54828810692
ssd,ext4,timeit_seeks_,1,10000000,5000,3.55645394325
ssd,ext4,timeit_seeks_,2,10000000,5000,3.5333571434
ssd,ext4,timeit_seeks_,3,10000000,5000,3.56454610825
ssd,ext4,timeit_seeks_,4,10000000,5000,3.53519701958
ssd,ext4,timeit_seeks_,5,10000000,5000,3.59679698944
ssd,ext4,timeit_seeks_,6,10000000,5000,3.53925299644
ssd,ext4,timeit_seeks_,7,10000000,5000,3.51538801193
hdd,ext4,timeit_seeks_,0,10000000,5000,3.57593584061
hdd,ext4,timeit_seeks_,1,10000000,5000,3.52267289162
hdd,ext4,timeit_seeks_,2,10000000,5000,3.51592421532
hdd,ext4,timeit_seeks_,3,10000000,5000,3.55651712418
hdd,ext4,timeit_seeks_,4,10000000,5000,3.5287899971
hdd,ext4,timeit_seeks_,5,10000000,5000,3.54515719414
hdd,ext4,timeit_seeks_,6,10000000,5000,3.51873612404
hdd,ext4,timeit_seeks_,7,10000000,5000,3.53196811676
ram,tmpfs,timeit_seeks_,0,10000000,50000,3.49501109123
ram,tmpfs,timeit_seeks_,1,10000000,50000,3.51385807991
ram,tmpfs,timeit_seeks_,2,10000000,50000,3.51119089127
ram,tmpfs,timeit_seeks_,3,10000000,50000,3.48875594139
ram,tmpfs,timeit_seeks_,4,10000000,50000,3.51069808006
ram,tmpfs,timeit_seeks_,5,10000000,50000,3.48403286934
ram,tmpfs,timeit_seeks_,6,10000000,50000,3.5063521862
ram,tmpfs,timeit_seeks_,7,10000000,50000,3.48939800262
ssd,ext4,timeit_seeks_,0,10000000,50000,3.53440403938
ssd,ext4,timeit_seeks_,1,10000000,50000,3.52795219421
ssd,ext4,timeit_seeks_,2,10000000,50000,3.52193689346
ssd,ext4,timeit_seeks_,3,10000000,50000,3.5223710537
ssd,ext4,timeit_seeks_,4,10000000,50000,3.50985503197
ssd,ext4,timeit_seeks_,5,10000000,50000,3.54232692719
ssd,ext4,timeit_seeks_,6,10000000,50000,3.52012705803
ssd,ext4,timeit_seeks_,7,10000000,50000,3.53482985497
hdd,ext4,timeit_seeks_,0,10000000,50000,3.53542494774
hdd,ext4,timeit_seeks_,1,10000000,50000,3.51168894768
hdd,ext4,timeit_seeks_,2,10000000,50000,3.53434300423
hdd,ext4,timeit_seeks_,3,10000000,50000,3.50590705872
hdd,ext4,timeit_seeks_,4,10000000,50000,3.54247498512
hdd,ext4,timeit_seeks_,5,10000000,50000,3.52071094513
hdd,ext4,timeit_seeks_,6,10000000,50000,3.53997397423
hdd,ext4,timeit_seeks_,7,10000000,50000,3.54140615463
ram,tmpfs,timeit_see